Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_glcm_JointEntropy,0.788834768283598,4.27105473302268e-06,Good
log.sigma.4.0.mm.3D_glcm_MCC,0.691305171123531,0.0001403717254167,Poor
log.sigma.4.0.mm.3D_glcm_MaximumProbability,0.795811666969825,3.10715404202359e-06,Good
log.sigma.4.0.mm.3D_glcm_SumAverage,0.596161783235782,0.0014264884767765,Poor
log.sigma.4.0.mm.3D_glcm_SumEntropy,0.764603802620735,1.18395002796489e-05,Good
log.sigma.4.0.mm.3D_glcm_SumSquares,0.680859154755564,0.0001885877923217,Poor
log.sigma.4.0.mm.3D_glrlm_GrayLevelNonUniformityNormalized,0.827226107319659,6.27694969941934e-07,Good
log.sigma.4.0.mm.3D_glrlm_GrayLevelVariance,0.669239247117376,0.000258408865724,Poor
log.sigma.4.0.mm.3D_glrlm_HighGrayLevelRunEmphasis,0.634971646096045,0.0006075217496286,Poor
log.sigma.4.0.mm.3D_glrlm_LongRunEmphasis,0.880235183498588,1.73049765388765e-08,Good
log.sigma.4.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,0.761890117022448,1.31729599375434e-05,Good
log.sigma.4.0.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,0.177272772665649,0.210754878993189,Poor
log.sigma.4.0.mm.3D_glrlm_LowGrayLevelRunEmphasis,0.296139691704407,0.0866433717306291,Poor
log.sigma.4.0.mm.3D_glrlm_RunEntropy,0.719554082563631,5.92568342835709e-05,Poor
log.sigma.4.0.mm.3D_glrlm_RunLengthNonUniformityNormalized,0.845534290734871,2.11707009240393e-07,Good
log.sigma.4.0.mm.3D_glrlm_RunPercentage,0.860508379680679,7.8028642693782e-08,Good
log.sigma.4.0.mm.3D_glrlm_RunVariance,0.875229497273463,2.59693463366278e-08,Good
log.sigma.4.0.mm.3D_glrlm_ShortRunEmphasis,0.851088707541001,1.48062459936077e-07,Good
log.sigma.4.0.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,0.60669924545638,0.0011436583289955,Poor
log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,0.319617343022534,0.0700432676319167,Poor
log.sigma.4.0.mm.3D_glszm_GrayLevelNonUniformityNormalized,0.677946695582555,0.0002043445798128,Poor
log.sigma.4.0.mm.3D_glszm_GrayLevelVariance,0.664447599549115,0.0002931006282434,Poor
log.sigma.4.0.mm.3D_glszm_HighGrayLevelZoneEmphasis,0.565658489262815,0.0025971062412769,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaEmphasis,0.679669547821659,0.0001948922145605,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis,0.699081594978463,0.0001117836016174,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis,0.618297626639254,0.0008886714131742,Poor
log.sigma.4.0.mm.3D_glszm_LowGrayLevelZoneEmphasis,0.429589084265408,0.0211318650537914,Poor
log.sigma.4.0.mm.3D_glszm_SizeZoneNonUniformity,0.890681268917246,6.97754776409317e-09,Good
log.sigma.4.0.mm.3D_glszm_SizeZoneNonUniformityNormalized,0.621480901141811,0.0008277968372503,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaEmphasis,0.615497588103346,0.0009453178994726,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaHighGrayLevelEmphasis,0.474489994197966,0.0115589249350885,Poor
